Country,Life expectancy
Uzbekistan,68.5
Uzbekistan,68.3
Uzbekistan,68
Uzbekistan,67.9
Uzbekistan,67.8
Uzbekistan,67.6
Uzbekistan,67.3
Uzbekistan,67.8
Uzbekistan,67.2
Uzbekistan,67.1
Uzbekistan,67.4
Uzbekistan,67.1
Vanuatu,72
Vanuatu,71.7
Vanuatu,71.6
Vanuatu,71.4
Vanuatu,71.2
Vanuatu,71
Vanuatu,78
Vanuatu,75
Vanuatu,73
Vanuatu,71
Vanuatu,69.9
Vanuatu,69.6
Vanuatu,69.4
Vanuatu,69.3
Vanuatu,69.1
Vanuatu,69
Venezuela (Bolivarian Republic of),74.1
Venezuela (Bolivarian Republic of),73.9
Venezuela (Bolivarian Republic of),73.8
Venezuela (Bolivarian Republic of),73.7
Venezuela (Bolivarian Republic of),73.8
Venezuela (Bolivarian Republic of),73.7
Venezuela (Bolivarian Republic of),73.6
Venezuela (Bolivarian Republic of),73.2
Venezuela (Bolivarian Republic of),73.4
Venezuela (Bolivarian Republic of),73.6
Venezuela (Bolivarian Republic of),73.6
Venezuela (Bolivarian Republic of),73.3
Venezuela (Bolivarian Republic of),72.4
Venezuela (Bolivarian Republic of),73.1
Venezuela (Bolivarian Republic of),72.5
Venezuela (Bolivarian Republic of),72.5
Viet Nam,76
Viet Nam,75.9
Viet Nam,75.7
Viet Nam,75.6
Viet Nam,75.4
Viet Nam,75.2
Viet Nam,75
Viet Nam,74.9
Viet Nam,74.7
Viet Nam,74.6
Viet Nam,74.4
Viet Nam,74.2
Viet Nam,74
Viet Nam,73.8
Viet Nam,73.6
Viet Nam,73.4
Yemen,65.7
Yemen,65.4
Yemen,65.4
Yemen,64.7
Yemen,64.6
Yemen,64.4
Yemen,64.1
Yemen,63.8
Yemen,63.4
Yemen,63
Yemen,62.6
Yemen,62.2
Yemen,61.9
Yemen,61.5
Yemen,61.1
Yemen,68
Zambia,61.8
Zambia,61.1
Zambia,63
Zambia,59.2
Zambia,58.2
Zambia,58
Zambia,57.4
Zambia,55.7
Zambia,52.6
Zambia,58
Zambia,49.3
Zambia,47.9
Zambia,46.4
Zambia,45.5
Zambia,44.6
Zambia,43.8
Zimbabwe,67
Zimbabwe,59.2
Zimbabwe,58
Zimbabwe,56.6
Zimbabwe,54.9
Zimbabwe,52.4
Zimbabwe,50
Zimbabwe,48.2
Zimbabwe,46.6
Zimbabwe,45.4
Zimbabwe,44.6
Zimbabwe,44.3
Zimbabwe,44.5
Zimbabwe,44.8
Zimbabwe,45.3
Zimbabwe,46
